BirdID,Date,StndBody.mass,animal,FieldPeriodID,PeriodYear,PeriodStart,PeriodEnd,Observer,Weather,Novel.environment.score,ReleaseMethod,CatchID,ExplorationBranchOrientation,TentColour,TentTerritoryID,Wind,SexEstimate,BirthDate,BirthFieldPeriodID,BirthPeriodYear,BodyMass,Ageclass,CatchTime,Status,Time.between.tests,Social.status,TentPoles,BranchHeight,Start.of.year,Start.of.June,Season.yr.start,Season.june.start,Season,Days.into.season,mum,Ageclass2,Age_days,Testno,Age,Age_sq,Age2
5518,28/06/2012,-0.786309079,5518,116,2012,04/06/2012,30/09/2012,DLG,P,16,P,7976,D,B,2,1,F,05/11/2009,92,2009,14.39999962,A,00/01/1900,BrF,726,Primary,0,0,01/01/2012,01/06/2012,179,27,27.1,27,3590,4,966,2,-0.02955241,933156,-0.154404903
5520,05/07/2010,0.107888848,5520,104,2010,30/06/2010,10/09/2010,SP,C,12,H,7027,D,B,2,NA,M,07/11/2009,92,2009,15.60000038,SA,00/01/1900,H,0,Non-primary,0,0,01/01/2010,01/06/2010,185,34,34.1,34,5155,3,240,1,-0.364787565,57600,-0.258531707
5521,06/07/2010,-0.340772361,5521,104,2010,30/06/2010,10/09/2010,SP,P,19,H,7028,D,B,2,NA,F,08/11/2009,92,2009,14.19999981,SA,00/01/1900,AB,0,Non-primary,0,0,01/01/2010,01/06/2010,186,35,35.1,35,4964,3,240,1,-0.364787565,57600,-0.258531707
5521,31/08/2010,-0.340772361,5521,104,2010,30/06/2010,10/09/2010,SP,S,20,H,7128,D,B,2,NA,F,08/11/2009,92,2009,15.19999981,SA,00/01/1900,AB,54,Non-primary,0,0,01/01/2010,01/06/2010,242,91,91.1,91,4964,3,296,2,-0.338929206,87616,-0.25496201
5522,16/02/2012,0.680020517,5522,112,2012,22/01/2012,28/02/2012,HE,S,12,P,7838,D,B,2,0,M,16/11/2009,92,2009,16.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,46,46,46.2,46,1757,4,822,1,-0.096045334,675684,-0.185025145
5522,24/07/2013,0.450019523,5522,122,2013,18/06/2013,30/09/2013,HE,S,31,P,8375,P,G,2,0,M,16/11/2009,92,2009,17,A,00/01/1900,BrM,524,Primary,0,0,01/01/2013,01/06/2013,204,53,53.1,53,1757,4,1346,2,0.145915026,1811716,-0.049920844
5523,27/06/2012,0.427033759,5523,116,2012,04/06/2012,30/09/2012,DLG,P,14,P,7971,D,B,2,0,M,16/11/2009,92,2009,15.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,178,26,26.1,26,1757,4,954,1,-0.035093487,910116,-0.15714497
5523,23/09/2012,0.703034951,5523,116,2012,04/06/2012,30/09/2012,VS,S,101,P,8042,D,B,2,2,M,16/11/2009,92,2009,16.39999962,A,00/01/1900,BrM,88,Primary,0,0,01/01/2012,01/06/2012,266,114,114.1,114,1757,4,1042,2,0.005541077,1085764,-0.136255769
5523,29/06/2013,0.519034156,5523,122,2013,18/06/2013,30/09/2013,LMG,S,57,P,8330,P,G,2,0,M,16/11/2009,92,2009,18,A,00/01/1900,BrM,279,Primary,0,0,01/01/2013,01/06/2013,179,28,28.1,28,1757,4,1321,3,0.134371116,1745041,-0.057850268
5523,23/07/2013,0.519034156,5523,122,2013,18/06/2013,30/09/2013,HE,S,42,P,8369,P,G,2,0,M,16/11/2009,92,2009,16,A,00/01/1900,BrM,24,Primary,0,0,01/01/2013,01/06/2013,203,52,52.1,52,1757,4,1345,4,0.14545327,1809025,-0.050240875
5525,08/06/2012,-0.40808036,5525,116,2012,04/06/2012,30/09/2012,SAK,S,0,P,7917,D,B,2,0,F,16/11/2009,92,2009,13.80000019,A,00/01/1900,H,0,Non-primary,0,0,01/01/2012,01/06/2012,159,7,7.1,7,5163,4,935,1,-0.043866859,874225,-0.161413361
5525,27/07/2013,-0.270079763,5525,122,2013,18/06/2013,30/09/2013,HE,S,56,P,8380,P,G,2,0,F,16/11/2009,92,2009,16,A,00/01/1900,H,414,Non-primary,0,0,01/01/2013,01/06/2013,207,56,56.1,56,5163,4,1349,2,0.147300295,1819801,-0.048959324
5525,22/09/2013,-0.086078968,5525,122,2013,18/06/2013,30/09/2013,MB,C,0,P,8479,P,G,2,1,F,16/11/2009,92,2009,15.39999962,A,00/01/1900,H,57,Non-primary,0,0,01/01/2013,01/06/2013,264,113,113.1,113,5163,4,1406,3,0.173620411,1976836,-0.030283702
5526,14/07/2010,0.208194747,5526,104,2010,30/06/2010,10/09/2010,SP,S,1,H,7044,D,B,2,NA,M,14/07/2009,92,2009,16.20000076,A,00/01/1900,BrM,0,Primary,0,0,01/01/2010,01/06/2010,194,43,43.1,43,4941,4,365,1,-0.307068014,133225,-0.249537891
5527,16/07/2010,-0.475644025,5527,104,2010,30/06/2010,10/09/2010,SP,S,3,H,7045,D,B,2,NA,M,18/03/2010,103,2010,13.89999962,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2010,01/06/2010,196,45,45.1,45,4936,2,120,1,-0.420198335,14400,-0.263669332
5530,27/07/2010,0.016428037,5530,104,2010,30/06/2010,10/09/2010,SP,R,34,H,7052,D,B,2,NA,F,29/11/2009,92,2009,15.89999962,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2010,01/06/2010,207,56,56.1,56,3594,3,240,1,-0.364787565,57600,-0.258531707
5530,11/02/2012,0.062428236,5530,112,2012,22/01/2012,28/02/2012,HE,S,67,P,7829,D,B,2,0,F,29/11/2009,92,2009,15,A,00/01/1900,BrF,564,Primary,0,0,01/01/2012,01/06/2012,41,41,41.2,41,3594,4,804,2,-0.104356949,646416,-0.188505886
5530,20/02/2014,-0.07557236,5530,124,2014,19/01/2014,04/03/2014,HE,C,128,P,8530,P,B,2,0,F,29/11/2009,92,2009,15.60000038,A,00/01/1900,BrF,740,Primary,0,0,01/01/2014,01/06/2014,50,50,50.2,50,3594,4,1544,3,0.237342796,2383936,0.018131273
5532,27/07/2010,-0.418837477,5532,104,2010,30/06/2010,10/09/2010,MH,C,23,H,7054,D,B,2,NA,F,29/11/2009,92,2009,14.80000019,SA,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2010,01/06/2010,207,56,56.1,56,4965,3,240,1,-0.364787565,57600,-0.258531707
5532,06/08/2010,-0.372837278,5532,104,2010,30/06/2010,10/09/2010,SP,S,56,H,7078,D,B,2,NA,F,29/11/2009,92,2009,14.80000019,SA,00/01/1900,SEEN1,10,Non-primary,0,0,01/01/2010,01/06/2010,217,66,66.1,66,4965,3,250,2,-0.360170001,62500,-0.257948968
5533,23/07/2010,0.127452176,5533,104,2010,30/06/2010,10/09/2010,SP,C,0,H,7055,D,B,2,NA,F,25/03/2010,103,2010,15.89999962,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2010,01/06/2010,203,52,52.1,52,1361,2,120,1,-0.420198335,14400,-0.263669332
5533,04/09/2010,0.035451779,5533,104,2010,30/06/2010,10/09/2010,SP,P,4,H,7146,D,B,2,NA,F,25/03/2010,103,2010,15.39999962,JUV,00/01/1900,OFL,43,Non-primary,0,0,01/01/2010,01/06/2010,246,95,95.1,95,1361,2,163,2,-0.400342809,26569,-0.262222115
5534,22/07/2010,-0.186578952,5534,104,2010,30/06/2010,10/09/2010,MH,P,1,H,7064,D,B,2,NA,F,24/03/2010,103,2010,15,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2010,01/06/2010,202,51,51.1,51,2963,2,120,1,-0.420198335,14400,-0.263669332
5536,26/07/2010,-0.865693186,5536,104,2010,30/06/2010,10/09/2010,SP,C,2,H,7066,D,B,2,NA,F,28/03/2010,103,2010,13.5,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2010,01/06/2010,206,55,55.1,55,1763,2,120,1,-0.420198335,14400,-0.263669332
5536,17/02/2013,-0.865693186,5536,118,2013,22/01/2013,27/02/2013,SH,S,16,P,8213,D,B,2,1,F,28/03/2010,103,2010,14.5,A,00/01/1900,BrF,937,Primary,0,0,01/01/2013,01/06/2013,47,47,47.2,47,1763,4,1057,2,0.012467423,1117249,-0.132511369
5536,15/09/2013,-0.681692391,5536,122,2013,18/06/2013,30/09/2013,MB,S,10,P,8453,P,G,2,1,F,28/03/2010,103,2010,14.10000038,A,00/01/1900,BrF,210,Primary,0,0,01/01/2013,01/06/2013,257,106,106.1,106,1763,4,1267,3,0.10943627,1605289,-0.074470483
5537,23/07/2010,0.204398213,5537,104,2010,30/06/2010,10/09/2010,SP,P,2,H,7067,D,B,2,NA,F,25/11/2009,92,2009,16.39999962,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2010,01/06/2010,203,52,52.1,52,1669,3,240,1,-0.364787565,57600,-0.258531707
5537,04/09/2010,0.158398014,5537,104,2010,30/06/2010,10/09/2010,SP,P,28,H,7145,D,B,2,NA,F,25/11/2009,92,2009,15.30000019,SA,00/01/1900,ABX,43,Non-primary,0,0,01/01/2010,01/06/2010,246,95,95.1,95,1669,3,283,2,-0.34493204,80089,-0.25585717
5538,06/08/2010,0.183924509,5538,104,2010,30/06/2010,10/09/2010,SP,S,6,H,7080,D,B,2,NA,M,09/12/2009,103,2010,16.20000076,SA,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2010,01/06/2010,217,66,66.1,66,3567,3,240,1,-0.364787565,57600,-0.258531707
5539,17/08/2010,-0.01346234,5539,104,2010,30/06/2010,10/09/2010,SP,S,7,H,7102,D,B,2,NA,M,20/12/2009,103,2010,15.60000038,SA,00/01/1900,H,0,Non-primary,0,0,01/01/2010,01/06/2010,228,77,77.1,77,4961,3,240,1,-0.364787565,57600,-0.258531707
5541,07/08/2010,0.256735222,5541,104,2010,30/06/2010,10/09/2010,SP,S,38,H,7104,D,B,2,NA,M,10/12/2009,103,2010,16.20000076,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2010,01/06/2010,218,67,67.1,67,1854,3,240,1,-0.364787565,57600,-0.258531707
5542,06/06/2012,-0.28688485,5542,116,2012,04/06/2012,30/09/2012,SAK,S,7,P,7908,D,B,2,1,F,28/07/2010,104,2010,14.39999962,A,00/01/1900,BrF,0,Primary,0,0,01/01/2012,01/06/2012,157,5,5.1,5,3569,4,679,1,-0.162076501,461041,-0.210551884
5543,06/07/2012,-0.202221515,5543,116,2012,04/06/2012,30/09/2012,DLG,S,2,P,7989,D,B,2,0,F,05/08/2010,104,2010,15.10000038,A,00/01/1900,ABX,0,Non-primary,0,0,01/01/2012,01/06/2012,187,35,35.1,35,4917,4,701,1,-0.15191786,491401,-0.206941276
5545,11/07/2013,0.587325257,5545,122,2013,18/06/2013,30/09/2013,HE,C,14,P,8347,P,G,2,0,F,03/08/2010,104,2010,17.5,A,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2013,01/06/2013,191,40,40.1,40,2989,4,1073,1,0.019855526,1151329,-0.128458354
5547,20/06/2012,0.551457867,5547,116,2012,04/06/2012,30/09/2012,DLG,C,5,P,7962,D,B,2,1,M,14/08/2010,104,2010,16.10000038,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,171,19,19.1,19,5217,4,676,1,-0.16346177,456976,-0.211035321
5547,18/02/2013,0.275456675,5547,118,2013,22/01/2013,27/02/2013,SH,S,28,P,8216,D,B,2,1,M,14/08/2010,104,2010,16,A,00/01/1900,BrM,243,Primary,0,0,01/01/2013,01/06/2013,48,48,48.2,48,5217,4,919,2,-0.051254962,844561,-0.164941196
5547,10/07/2013,0.505457669,5547,122,2013,18/06/2013,30/09/2013,HE,S,32,P,8344,P,G,2,0,M,14/08/2010,104,2010,18.5,A,00/01/1900,BrM,142,Primary,0,0,01/01/2013,01/06/2013,190,39,39.1,39,5217,4,1061,3,0.014314449,1125721,-0.131503823
5547,30/01/2014,0.275456675,5547,124,2014,19/01/2014,04/03/2014,HE,P,65,P,8505,P,B,2,1,M,14/08/2010,104,2010,16.79999924,A,00/01/1900,BrM,204,Primary,0,0,01/01/2014,01/06/2014,29,29,29.2,29,5217,4,1265,4,0.108512757,1600225,-0.075072727
5547,20/02/2016,0.367457072,5547,144,2016,02/02/2016,09/03/2016,LJR,S,71,P,9244,P,B,1.1,2,M,14/08/2010,104,2010,13.5,A,00/01/1900,BrM,751,Primary,0,0,01/01/2016,01/06/2016,50,50,50.2,50,5217,4,2016,5,0.455291822,4064256,0.217965837
5549,19/07/2012,-0.089498001,5549,116,2012,04/06/2012,30/09/2012,DJW,C,6,P,7927,D,B,2,1,F,17/12/2009,103,2010,15,A,00/01/1900,BrF,0,Primary,0,0,01/01/2012,01/06/2012,200,48,48.1,48,5123,4,945,1,-0.039249295,893025,-0.159177542
5559,02/09/2010,0.91120013,5559,104,2010,30/06/2010,10/09/2010,SP,S,9,H,7133,D,B,2,NA,M,05/01/2010,103,2010,16.70000076,SA,00/01/1900,FL,0,Non-primary,0,0,01/01/2010,01/06/2010,244,93,93.1,93,1716,3,240,1,-0.364787565,57600,-0.258531707
5559,10/08/2013,0.865199932,5559,122,2013,18/06/2013,30/09/2013,LMG,C,10,P,8398,P,G,2,1,M,05/01/2010,103,2010,18,A,00/01/1900,BrM,1073,Primary,0,0,01/01/2013,01/06/2013,221,70,70.1,70,1716,4,1313,2,0.130677065,1723969,-0.060356287
5561,02/09/2010,0.511289596,5561,104,2010,30/06/2010,10/09/2010,SP,S,3,H,7135,D,B,2,NA,M,28/07/2010,104,2010,16.89999962,JUV,00/01/1900,FL,0,Non-primary,0,0,01/01/2010,01/06/2010,244,93,93.1,93,3517,1,36,1,-0.458985873,1296,-0.265227745
5562,01/09/2010,0.000567749,5562,104,2010,30/06/2010,10/09/2010,SP,T,3,H,7136,D,B,2,NA,F,04/05/2010,103,2010,15.19999981,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2010,01/06/2010,243,92,92.1,92,1605,2,120,1,-0.420198335,14400,-0.263669332
5573,06/09/2010,0.125143885,5573,104,2010,30/06/2010,10/09/2010,SP,S,10,H,7150,D,B,2,NA,F,09/01/2010,103,2010,15.80000019,SA,00/01/1900,AB,0,Non-primary,0,0,01/01/2010,01/06/2010,248,97,97.1,97,5168,3,240,1,-0.364787565,57600,-0.258531707
5575,30/07/2013,0.596183786,5575,122,2013,18/06/2013,30/09/2013,HE,S,1,P,8386,P,G,2,0,F,19/08/2010,104,2010,19,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,210,59,59.1,59,5168,4,1076,1,0.021240795,1157776,-0.127691635
5575,27/06/2014,0.642183985,5575,125,2014,16/06/2014,04/10/2014,HE,S,30,P,8666,P,B,2,0,F,19/08/2010,104,2010,14.60000038,A,00/01/1900,BrF,332,Primary,0,0,01/01/2014,01/06/2014,177,26,26.1,26,5168,4,1408,2,0.174543924,1982464,-0.029614383
5582,26/01/2013,0.635865732,5582,118,2013,22/01/2013,27/02/2013,HE,P,12,P,8178,D,B,2,2,M,06/11/2010,104,2010,17.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,25,25,25.2,25,3516,4,812,1,-0.100662898,659344,-0.186968404
5583,07/07/2012,-0.160696241,5583,116,2012,04/06/2012,30/09/2012,SAK,S,14,P,7993,D,B,2,1,M,08/11/2010,104,2010,15.30000019,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,188,36,36.1,36,5128,4,607,1,-0.195322962,368449,-0.221563526
5584,26/09/2012,-0.188423982,5584,116,2012,04/06/2012,30/09/2012,VS,S,59,P,8054,D,B,2,0,F,31/10/2010,104,2010,15,A,00/01/1900,TBrF,0,Non-primary,0,0,01/01/2012,01/06/2012,269,117,117.1,117,3086,4,696,1,-0.154226642,484416,-0.207771978
5584,11/07/2014,-0.142423783,5584,125,2014,16/06/2014,04/10/2014,HE,P,14,P,8724,P,B,2,0,F,31/10/2010,104,2010,15.60000038,A,00/01/1900,BrF,652,Primary,0,0,01/01/2014,01/06/2014,191,40,40.1,40,3086,4,1349,2,0.147300295,1819801,-0.048959324
5585,07/02/2012,0.080768753,5585,112,2012,22/01/2012,28/02/2012,HE,S,25,P,7813,D,B,2,2,M,30/03/2011,105,2011,16,SA,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,37,37,37.2,37,5164,3,314,1,-0.330617591,98596,-0.253656197
5585,15/06/2012,-0.011231644,5585,116,2012,04/06/2012,30/09/2012,DLG,S,24,P,7952,D,B,2,0,M,30/03/2011,105,2011,15.30000019,A,00/01/1900,BrM,129,Primary,0,0,01/01/2012,01/06/2012,166,14,14.1,14,5164,4,443,2,-0.271051014,196249,-0.242042668
5586,26/09/2012,0.111113796,5586,116,2012,04/06/2012,30/09/2012,VS,S,18,P,8053,D,B,2,0,M,01/11/2010,104,2010,16.20000076,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,269,117,117.1,117,1803,4,695,1,-0.154688398,483025,-0.207937404
5588,08/06/2012,1.272122103,5588,116,2012,04/06/2012,30/09/2012,SAK,S,8,P,7916,D,B,2,1,M,31/10/2010,104,2010,17.39999962,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,159,7,7.1,7,4964,4,586,1,-0.205019847,343396,-0.224542992
5588,26/09/2013,1.272122103,5588,122,2013,18/06/2013,30/09/2013,MB,C,3,P,8468,P,G,2,1,M,31/10/2010,104,2010,19,A,00/01/1900,BrM,475,Primary,0,0,01/01/2013,01/06/2013,268,117,117.1,117,4964,4,1061,2,0.014314449,1125721,-0.131503823
5590,15/07/2012,0.941713288,5590,116,2012,04/06/2012,30/09/2012,DLG,C,9,P,7926,D,B,2,1,M,28/02/2011,105,2011,16.70000076,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,196,44,44.1,44,5517,4,503,1,-0.243345629,253009,-0.2352924
5590,24/02/2013,0.895713089,5590,118,2013,22/01/2013,27/02/2013,HE,P,52,P,8226,D,B,2,0,M,28/02/2011,105,2011,17,A,00/01/1900,BrM,164,Primary,0,0,01/01/2013,01/06/2013,54,54,54.2,54,5517,4,727,2,-0.139912193,528529,-0.202525773
5590,29/07/2013,0.665712096,5590,122,2013,18/06/2013,30/09/2013,HE,P,78,P,8385,P,G,2,0,M,28/02/2011,105,2011,17.5,A,00/01/1900,BrM,155,Primary,0,0,01/01/2013,01/06/2013,209,58,58.1,58,5517,4,882,3,-0.068339949,777924,-0.172866101
5595,13/02/2012,-0.290835822,5595,112,2012,22/01/2012,28/02/2012,DJW,S,12,P,7835,D,B,2,0,M,01/03/2011,105,2011,15,SA,00/01/1900,H,0,Non-primary,0,0,01/01/2012,01/06/2012,43,43,43.2,43,1707,3,349,1,-0.314456116,121801,-0.250896508
5595,07/06/2012,-0.01483463,5595,116,2012,04/06/2012,30/09/2012,SAK,S,13,P,7913,D,B,2,0,M,01/03/2011,105,2011,14.80000019,A,00/01/1900,BrM,115,Primary,0,0,01/01/2012,01/06/2012,158,6,6.1,6,1707,4,464,2,-0.261354129,215296,-0.239777475
5595,03/08/2013,-0.106835027,5595,122,2013,18/06/2013,30/09/2013,LMG,P,28,P,8390,P,G,2,0,M,01/03/2011,105,2011,16,A,00/01/1900,BrM,422,Primary,0,0,01/01/2013,01/06/2013,214,63,63.1,63,1707,4,886,3,-0.066492923,784996,-0.172025053
5596,21/02/2012,-0.235119427,5596,112,2012,22/01/2012,28/02/2012,HE,C,10,P,7842,D,B,2,2,F,07/11/2010,104,2010,15,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2012,01/06/2012,51,51,51.2,51,3596,3,471,1,-0.258121834,221841,-0.238999101
5597,26/08/2013,0.190939397,5597,122,2013,18/06/2013,30/09/2013,LMG,C,2,P,8432,P,G,2,0,F,06/11/2010,104,2010,16,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,237,86,86.1,86,1716,4,1024,1,-0.002770538,1048576,-0.140678408
5600,09/02/2013,-0.089498001,5600,118,2013,22/01/2013,27/02/2013,HE,C,2,P,8204,D,B,2,1,F,08/03/2011,105,2011,15,A,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,39,39,39.2,39,3451,4,704,1,-0.15053259,495616,-0.206440001
5602,12/02/2012,0.239479873,5602,112,2012,22/01/2012,28/02/2012,HE,S,11,P,7831,D,B,2,0,M,01/11/2010,104,2010,16,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,42,42,42.2,42,1803,4,468,1,-0.259507103,219024,-0.239334117
5604,22/02/2012,-0.417607632,5604,112,2012,22/01/2012,28/02/2012,HE,S,20,P,7843,D,B,2,2,F,02/11/2010,104,2010,15,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2012,01/06/2012,52,52,52.2,52,5284,3,477,1,-0.255351296,227529,-0.238322648
5604,22/06/2013,-0.509608029,5604,122,2013,18/06/2013,30/09/2013,HE,S,51,P,8319,P,G,2,0,F,02/11/2010,104,2010,14,A,00/01/1900,ABX,486,Non-primary,0,0,01/01/2013,01/06/2013,172,21,21.1,21,5284,4,963,2,-0.03093768,927369,-0.155093131
5604,05/07/2014,-0.187606638,5604,125,2014,16/06/2014,04/10/2014,HE,C,109,P,8703,P,B,2,0,F,02/11/2010,104,2010,15.5,A,00/01/1900,ABX,378,Non-primary,0,0,01/01/2014,01/06/2014,185,34,34.1,34,5284,4,1341,3,0.143606244,1798281,-0.051518622
5605,21/06/2012,-0.053375454,5605,116,2012,04/06/2012,30/09/2012,DLG,C,6,P,7963,D,B,2,1,M,08/11/2010,104,2010,15.69999981,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,172,20,20.1,20,3002,4,591,1,-0.202711065,349281,-0.223843109
5606,03/02/2012,0.282617621,5606,112,2012,22/01/2012,28/02/2012,HE,S,35,P,7808,D,B,2,2,M,08/11/2010,104,2010,16.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,33,33,33.2,33,5324,4,452,1,-0.266895206,204304,-0.241084715
5607,03/08/2013,-0.162308714,5607,122,2013,18/06/2013,30/09/2013,HE,P,15,P,8391,P,G,2,0,F,03/11/2010,104,2010,15,A,00/01/1900,H,0,Non-primary,0,0,01/01/2013,01/06/2013,214,63,63.1,63,1580,4,1004,1,-0.012005667,1008016,-0.145502066
5608,06/02/2013,-0.022090015,5608,118,2013,22/01/2013,27/02/2013,HE,C,31,P,8199,D,B,2,1,F,03/11/2010,104,2010,15.5,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,36,36,36.2,36,4958,4,826,1,-0.094198308,682276,-0.184241182
5612,09/06/2012,-0.257199235,5612,116,2012,04/06/2012,30/09/2012,DLG,C,8,P,7919,D,B,2,1,M,09/11/2010,104,2010,15.30000019,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,160,8,8.1,8,1827,4,578,1,-0.208713898,334084,-0.225650435
5612,13/08/2013,-0.119198639,5612,122,2013,18/06/2013,30/09/2013,MB,C,46,P,8405,P,G,2,1,M,09/11/2010,104,2010,15,A,00/01/1900,BrM,430,Primary,0,0,01/01/2013,01/06/2013,224,73,73.1,73,1827,4,1008,2,-0.010158641,1016064,-0.144544946
5612,08/09/2013,-0.303199434,5612,122,2013,18/06/2013,30/09/2013,MB,S,73,P,8442,P,G,2,0,M,09/11/2010,104,2010,15.10000038,A,00/01/1900,BrM,26,Primary,0,0,01/01/2013,01/06/2013,250,99,99.1,99,1827,4,1034,3,0.001847026,1069156,-0.1382309
5613,25/07/2013,0.069588209,5613,122,2013,18/06/2013,30/09/2013,HE,S,6,P,8377,P,G,2,0,F,02/07/2010,104,2010,16,A,00/01/1900,BrF,407,Primary,0,0,01/01/2013,01/06/2013,205,54,54.1,54,3518,4,1119,1,0.041096321,1252161,-0.116466758
5618,21/07/2013,-0.141987929,5618,122,2013,18/06/2013,30/09/2013,HE,S,34,P,8365,P,G,2,0,F,07/04/2011,105,2011,13.5,A,00/01/1900,BrF,0,Primary,0,0,01/01/2013,01/06/2013,201,50,50.1,50,1438,4,836,1,-0.089580744,698896,-0.182264624
5618,17/08/2013,-0.371988922,5618,122,2013,18/06/2013,30/09/2013,MB,S,96,P,8418,P,G,2,0,F,07/04/2011,105,2011,16.5,A,00/01/1900,BrF,27,Primary,0,0,01/01/2013,01/06/2013,228,77,77.1,77,1438,4,863,2,-0.077113321,744769,-0.176809109
5620,17/06/2012,0.472989743,5620,116,2012,04/06/2012,30/09/2012,SAK,C,6,P,7957,D,B,2,1,M,02/11/2010,104,2010,16.29999924,A,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,168,16,16.1,16,1660,4,593,1,-0.201787552,351649,-0.223561491
5620,26/02/2015,0.288988948,5620,139,2015,16/01/2015,05/03/2015,MB,S,32,P,8978,D,G,2,2,M,02/11/2010,104,2010,16.29999924,A,00/01/1900,BrM,984,Primary,0,0,01/01/2015,01/06/2015,56,56,56.2,56,1660,4,1577,2,0.252580757,2486929,0.03037987
5621,23/02/2012,-0.34112576,5621,112,2012,22/01/2012,28/02/2012,HE,S,48,P,7846,D,B,2,2,F,02/11/2010,104,2010,14.5,A,00/01/1900,BrF,0,Primary,0,0,01/01/2012,01/06/2012,53,53,53.2,53,3616,4,478,1,-0.254889539,228484,-0.238209073
5621,15/09/2013,-0.065124567,5621,122,2013,18/06/2013,30/09/2013,MB,S,0,P,8455,P,G,2,1,F,02/11/2010,104,2010,15.69999981,A,00/01/1900,BrF,570,Primary,0,0,01/01/2013,01/06/2013,257,106,106.1,106,3616,4,1048,2,0.008311615,1098304,-0.134764431
5624,23/02/2012,-0.423878602,5624,112,2012,22/01/2012,28/02/2012,HE,S,26,P,7847,D,B,2,2,M,21/04/2011,105,2011,14.5,SA,00/01/1900,BrM,0,Primary,0,0,01/01/2012,01/06/2012,53,53,53.2,53,5533,3,308,1,-0.333388129,94864,-0.254100031
5625,13/02/2012,-0.064980584,5625,112,2012,22/01/2012,28/02/2012,DJW,S,1,P,7834,D,B,2,0,F,12/11/2010,104,2010,14.5,A,00/01/1900,BrF,0,Primary,0,0,01/01/2012,01/06/2012,43,43,43.2,43,5531,4,458,1,-0.264124668,209764,-0.240435377
5625,06/07/2012,-0.156980981,5625,116,2012,04/06/2012,30/09/2012,DLG,P,6,P,7991,D,B,2,1,F,12/11/2010,104,2010,14.69999981,A,00/01/1900,BrF,144,Primary,0,0,01/01/2012,01/06/2012,187,35,35.1,35,5531,4,602,2,-0.197631744,362404,-0.222282437
5625,29/01/2013,-0.018980385,5625,118,2013,22/01/2013,27/02/2013,HE,C,3,P,8179,D,B,2,2,F,12/11/2010,104,2010,15.30000019,A,00/01/1900,BrF,207,Primary,0,0,01/01/2013,01/06/2013,28,28,28.2,28,5531,4,809,3,-0.102048167,654481,-0.187546744
5625,22/02/2013,0.027019814,5625,118,2013,22/01/2013,27/02/2013,HE,P,36,P,8223,D,B,2,2,F,12/11/2010,104,2010,16,A,00/01/1900,BrF,24,Primary,0,0,01/01/2013,01/06/2013,52,52,52.2,52,5531,4,833,4,-0.090966013,693889,-0.182860088
5625,25/06/2013,0.073020012,5625,122,2013,18/06/2013,30/09/2013,HE,S,118,P,8322,P,G,2,0,F,12/11/2010,104,2010,17,A,00/01/1900,BrF,123,Primary,0,0,01/01/2013,01/06/2013,175,24,24.1,24,5531,4,956,5,-0.034169974,913936,-0.156690671
5626,24/09/2013,1.12595784,5626,122,2013,18/06/2013,30/09/2013,MB,C,0,P,8487,P,G,2,1,M,22/11/2010,104,2010,18.39999962,A,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,266,115,115.1,115,3595,4,1037,1,0.003232295,1075369,-0.13749201
