BirdID,Date,StndBody.mass,animal,FieldPeriodID,PeriodYear,PeriodStart,PeriodEnd,Observer,Weather,ReleaseMethod,CatchID,ExplorationBranchOrientation,TentColour,Novel.object.score,TentTerritoryID,Wind,SexEstimate,BirthDate,BirthFieldPeriodID,BirthPeriodYear,BodyMass,Ageclass,CatchTime,Status,Time.between.tests,Social.status,TentPoles,BranchHeight,Start.of.year,Start.of.June,Season.yr.start,Season.june.start,Season,Days.into.season,mum,Ageclass2,Age_days,Testno,Age_sd,Age_sq,Age_sq_sd
6018,22/07/2013,0.549075747,6018,122,2013,18/06/2013,30/09/2013,LMG,S,H,8367,P,G,10,2,0,M,24/11/2012,116,2012,17,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,202,51,51.1,51,3086,3,240,1,-0.375628073,57600,-0.252856147
6018,23/06/2014,0.45707535,6018,125,2014,16/06/2014,04/10/2014,HE,P,H,8631,P,B,24,2,0,M,24/11/2012,116,2012,16.39999962,A,00/01/1900,BrM,336,Primary,0,0,01/01/2014,01/06/2014,173,22,22.1,22,3086,4,576,2,-0.212912282,331776,-0.218816483
6019,23/07/2013,0.117629318,6019,122,2013,18/06/2013,30/09/2013,HE,S,H,8370,P,G,42,2,0,M,25/11/2012,116,2012,15,SA,00/01/1900,BrM,0,Primary,0,0,01/01/2013,01/06/2013,203,52,52.1,52,1042,3,240,1,-0.375628073,57600,-0.252856147
6019,13/08/2013,0.163629517,6019,122,2013,18/06/2013,30/09/2013,MB,C,P,8406,P,G,5,2,1,M,25/11/2012,116,2012,15,A,00/01/1900,BrM,21,Primary,0,0,01/01/2013,01/06/2013,224,73,73.1,73,1042,4,261,2,-0.365458336,68121,-0.251549938
6019,09/09/2016,-0.066371477,6019,159,2016,23/06/2016,19/09/2016,DR,S,P,10020,P,B,110,3,2,M,25/11/2012,116,2012,17,A,00/01/1900,BrM,1123,Primary,0,0,01/01/2016,01/06/2016,252,100,100.1,100,1042,4,1384,3,0.178380455,1915456,-0.022198485
6020,23/07/2013,-0.820264462,6020,122,2013,18/06/2013,30/09/2013,LMG,S,P,8371,P,G,19,2,0,F,25/11/2012,116,2012,13,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,203,52,52.1,52,3085,3,240,1,-0.375628073,57600,-0.252856147
6021,24/07/2013,-0.878898567,6021,122,2013,18/06/2013,30/09/2013,HE,S,P,8372,P,G,0,2,0,F,26/11/2012,116,2012,14,SA,00/01/1900,H,0,Non-primary,0,0,01/01/2013,01/06/2013,204,53,53.1,53,5514,3,240,1,-0.375628073,57600,-0.252856147
6021,08/09/2013,-0.648897574,6021,122,2013,18/06/2013,30/09/2013,LMG,S,P,8443,P,G,0,2,0,F,26/11/2012,116,2012,13.80000019,SA,00/01/1900,H,46,Non-primary,0,0,01/01/2013,01/06/2013,250,99,99.1,99,5514,3,286,2,-0.353351507,81796,-0.249852151
6023,25/07/2013,-0.348346718,6023,122,2013,18/06/2013,30/09/2013,HE,S,P,8376,P,G,0,2,0,F,27/11/2012,118,2013,15,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,205,54,54.1,54,5613,3,240,1,-0.375628073,57600,-0.252856147
6024,27/07/2013,0.727543956,6024,122,2013,18/06/2013,30/09/2013,LMG,S,P,8378,P,G,9,2,0,M,29/11/2012,118,2013,18,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,207,56,56.1,56,1864,3,240,1,-0.375628073,57600,-0.252856147
6025,27/07/2013,0.143013609,6025,122,2013,18/06/2013,30/09/2013,HE,S,P,8379,P,G,1,2,0,M,29/11/2012,118,2013,16.5,SA,00/01/1900,H,0,Non-primary,0,0,01/01/2013,01/06/2013,207,56,56.1,56,5525,3,240,1,-0.375628073,57600,-0.252856147
6025,22/09/2013,0.051013211,6025,122,2013,18/06/2013,30/09/2013,MB,C,P,8475,P,G,13,2,1,M,29/11/2012,118,2013,14.80000019,SA,00/01/1900,H,57,Non-primary,0,0,01/01/2013,01/06/2013,264,113,113.1,113,5525,3,297,2,-0.348024502,88209,-0.24905596
6026,28/07/2013,0.741310988,6026,122,2013,18/06/2013,30/09/2013,LMG,P,H,8381,P,G,3,2,1,M,30/11/2012,118,2013,17,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,208,57,57.1,57,5530,3,240,1,-0.375628073,57600,-0.252856147
6026,08/02/2014,0.787311187,6026,124,2014,19/01/2014,04/03/2014,HE,P,H,8516,P,B,27,2,1,M,30/11/2012,118,2013,17.5,A,00/01/1900,ABX,195,Non-primary,0,0,01/01/2014,01/06/2014,38,38,38.2,38,5530,4,435,2,-0.281194801,189225,-0.236514561
6028,04/08/2013,-0.065301157,6028,122,2013,18/06/2013,30/09/2013,HE,P,H,8401,P,G,1,2,1,F,07/12/2012,118,2013,16,SA,00/01/1900,AB,0,Non-primary,0,0,01/01/2013,01/06/2013,215,64,64.1,64,5284,3,240,1,-0.375628073,57600,-0.252856147
6028,26/06/2014,-0.203301753,6028,125,2014,16/06/2014,04/10/2014,MB,R,P,8658,P,B,100,2,1,F,07/12/2012,118,2013,14.60000038,A,00/01/1900,BrF,326,Primary,0,0,01/01/2014,01/06/2014,176,25,25.1,25,5284,4,566,2,-0.217755014,320356,-0.220234305
6029,04/08/2013,0.288305943,6029,122,2013,18/06/2013,30/09/2013,LMG,P,P,8402,P,G,7,2,1,M,07/12/2012,118,2013,16,SA,00/01/1900,SEEN2,0,Non-primary,0,0,01/01/2013,01/06/2013,215,64,64.1,64,5524,3,240,1,-0.375628073,57600,-0.252856147
6029,05/07/2014,0.38030634,6029,125,2014,16/06/2014,04/10/2014,HE,C,H,8705,P,B,55,2,0,M,07/12/2012,118,2013,16.60000038,A,00/01/1900,BrM,335,Primary,0,0,01/01/2014,01/06/2014,185,34,34.1,34,5524,4,575,2,-0.213396555,330625,-0.218959382
6030,10/08/2013,0.802707488,6030,122,2013,18/06/2013,30/09/2013,LMG,C,H,8403,P,G,20,2,1,M,13/12/2012,118,2013,18,SA,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2013,01/06/2013,221,70,70.1,70,5212,3,240,1,-0.375628073,57600,-0.252856147
6030,13/02/2014,0.572706494,6030,124,2014,19/01/2014,04/03/2014,HE,P,H,8521,P,B,1,2,1,M,13/12/2012,118,2013,16.10000038,A,00/01/1900,BrM,187,Primary,0,0,01/01/2014,01/06/2014,43,43,43.2,43,5212,4,427,2,-0.285068987,182329,-0.237370717
6031,11/08/2013,0.471376796,6031,122,2013,18/06/2013,30/09/2013,HE,C,H,8404,P,G,5,2,0,M,14/12/2012,118,2013,17,SA,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2013,01/06/2013,222,71,71.1,71,5596,3,240,1,-0.375628073,57600,-0.252856147
6032,12/08/2013,0.16666916,6032,122,2013,18/06/2013,30/09/2013,MB,C,H,8410,P,G,12,2,0,M,15/12/2012,118,2013,16,SA,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2013,01/06/2013,223,72,72.1,72,5174,3,240,1,-0.375628073,57600,-0.252856147
6033,14/08/2013,0.118128684,6033,122,2013,18/06/2013,30/09/2013,HE,C,H,8411,P,G,1,2,0,M,17/12/2012,118,2013,16,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,225,74,74.1,74,5902,3,240,1,-0.375628073,57600,-0.252856147
6034,10/08/2013,-0.186578952,6034,122,2013,18/06/2013,30/09/2013,HE,C,P,8412,P,G,1,2,0,F,13/12/2012,118,2013,15,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2013,01/06/2013,221,70,70.1,70,5511,3,240,1,-0.375628073,57600,-0.252856147
6037,24/08/2013,-0.162308714,6037,122,2013,18/06/2013,30/09/2013,MB,C,P,8426,P,G,39,2,0,F,25/06/2013,122,2013,15,JUV,00/01/1900,FL,0,Non-primary,0,0,01/01/2013,01/06/2013,235,84,84.1,84,3595,1,60,1,-0.462797247,3600,-0.259560388
6045,25/09/2013,0.503429166,6045,122,2013,18/06/2013,30/09/2013,SAK,C,H,8484,P,G,0,2,1,M,17/05/2013,122,2013,16.20000076,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2013,01/06/2013,267,116,116.1,116,5635,2,131,1,-0.428413851,17161,-0.257876754
6045,03/02/2015,0.227427973,6045,139,2015,16/01/2015,05/03/2015,MB,S,H,8927,D,G,24,2,1,M,17/05/2013,122,2013,16.39999962,A,00/01/1900,ABX,496,Non-primary,0,0,01/01/2015,01/06/2015,33,33,33.2,33,5635,4,627,2,-0.188214349,393129,-0.211199348
6046,08/07/2014,-0.094900728,6046,125,2014,16/06/2014,04/10/2014,HE,S,H,8715,P,B,57,2,0,M,16/07/2013,122,2013,15.5,A,00/01/1900,SEEN2,0,Non-primary,0,0,01/01/2014,01/06/2014,188,37,37.1,37,5635,4,357,1,-0.31896811,127449,-0.244184212
6047,13/02/2015,-0.01346234,6047,139,2015,16/01/2015,05/03/2015,MB,S,H,8963,D,G,66,2,2,M,17/07/2013,122,2013,15.60000038,A,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,43,43,43.2,43,1605,4,576,1,-0.212912282,331776,-0.218816483
6048,01/02/2014,-0.596995214,6048,124,2014,19/01/2014,04/03/2014,HE,P,H,8510,P,B,1,2,1,F,22/01/2013,118,2013,13.89999962,SA,00/01/1900,SEEN2,135,Non-primary,0,0,01/01/2014,01/06/2014,31,31,31.2,31,1678,3,375,1,-0.310251193,140625,-0.242548377
6050,24/09/2013,0.272377785,6050,122,2013,18/06/2013,30/09/2013,MB,C,P,8471,P,G,30,2,1,M,27/05/2013,122,2013,16.10000038,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2013,01/06/2013,266,115,115.1,115,3595,2,120,1,-0.433740856,14400,-0.25821954
6062,31/01/2014,-0.515556826,6062,124,2014,19/01/2014,04/03/2014,HE,P,P,8509,P,B,34,2,1,F,05/06/2013,122,2013,14,SA,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2014,01/06/2014,30,30,30.2,30,3002,3,240,1,-0.375628073,57600,-0.252856147
6065,14/02/2014,-0.03071769,6065,124,2014,19/01/2014,04/03/2014,HE,P,P,8526,P,B,0,2,2,F,17/10/2013,122,2013,15.39999962,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2014,01/06/2014,44,44,44.2,44,3462,2,120,1,-0.433740856,14400,-0.25821954
6067,18/02/2014,-0.122395913,6067,124,2014,19/01/2014,04/03/2014,HE,P,P,8529,P,B,23,2,1,F,23/06/2013,122,2013,14.89999962,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2014,01/06/2014,48,48,48.2,48,5766,3,240,1,-0.375628073,57600,-0.252856147
6137,31/01/2015,0.168281321,6137,139,2015,16/01/2015,05/03/2015,MB,C,P,8914,D,G,20,2,2,M,22/02/2014,124,2014,16.29999924,SA,00/01/1900,SEEN2,0,Non-primary,0,0,01/01/2015,01/06/2015,30,30,30.2,30,5635,3,343,1,-0.325747935,117649,-0.245400907
6138,23/06/2014,-1.180527774,6138,125,2014,16/06/2014,04/10/2014,HE,C,P,8634,P,B,0,2,0,F,26/10/2013,122,2013,12.19999981,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2014,01/06/2014,173,22,22.1,22,5589,3,240,1,-0.375628073,57600,-0.252856147
6141,21/06/2014,-0.155293513,6141,125,2014,16/06/2014,04/10/2014,HE,P,P,8637,P,B,1,2,0,F,21/02/2014,124,2014,14.80000019,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2014,01/06/2014,171,20,20.1,20,1826,2,120,1,-0.433740856,14400,-0.25821954
6142,21/06/2014,-0.056600089,6142,125,2014,16/06/2014,04/10/2014,HE,P,P,8638,P,B,76,2,0,M,21/02/2014,124,2014,15.10000038,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2014,01/06/2014,171,20,20.1,20,5604,2,120,1,-0.433740856,14400,-0.25821954
6147,25/06/2014,-0.335425326,6147,125,2014,16/06/2014,04/10/2014,HE,C,P,8651,P,B,3,2,1,F,25/02/2014,124,2014,14.39999962,JUV,00/01/1900,H,0,Non-primary,0,0,01/01/2014,01/06/2014,175,24,24.1,24,1707,2,120,1,-0.433740856,14400,-0.25821954
6149,27/02/2015,-0.546842264,6149,139,2015,16/01/2015,05/03/2015,MB,S,H,8975,D,G,50,2,1,M,26/02/2014,124,2014,14.19999981,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,57,57,57.2,57,1852,3,366,1,-0.314609652,133956,-0.243376351
6150,31/01/2015,-0.399608364,6150,139,2015,16/01/2015,05/03/2015,MB,C,P,8915,D,G,63,2,2,F,26/02/2014,124,2014,14.5,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,30,30,30.2,30,6028,3,339,1,-0.327685028,114921,-0.245739596
6153,03/08/2014,0.258347383,6153,125,2014,16/06/2014,04/10/2014,HE,P,H,8764,P,B,13,2,0,M,27/02/2014,124,2014,16.5,JUV,00/01/1900,H,0,Non-primary,0,0,01/01/2014,01/06/2014,214,63,63.1,63,5611,2,157,1,-0.415822748,24649,-0.2569471
6158,30/06/2014,-0.35808309,6158,125,2014,16/06/2014,04/10/2014,HE,S,H,8683,P,B,27,2,0,M,02/03/2014,124,2014,14.69999981,JUV,00/01/1900,H,0,Non-primary,0,0,01/01/2014,01/06/2014,180,29,29.1,29,5598,2,120,1,-0.433740856,14400,-0.25821954
6160,27/02/2015,-0.15368104,6160,139,2015,16/01/2015,05/03/2015,MB,S,H,8976,D,G,40,2,1,F,03/03/2014,124,2014,15.10000038,SA,00/01/1900,BrF,0,Primary,0,0,01/01/2015,01/06/2015,57,57,57.2,57,5833,3,361,1,-0.317031017,130321,-0.243827646
6166,25/09/2014,-0.152068878,6166,125,2014,16/06/2014,04/10/2014,KLB,P,P,8876,P,B,96,2,1,M,07/03/2014,124,2014,15.39999962,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2014,01/06/2014,267,116,116.1,116,5452,3,202,1,-0.394030455,40804,-0.254941414
6169,20/02/2016,0.093858446,6169,144,2016,02/02/2016,09/03/2016,LJR,S,P,9243,P,B,94,1.1,2,F,11/03/2014,124,2014,16,A,00/01/1900,BrF,0,Primary,0,0,01/01/2016,01/06/2016,50,50,50.2,50,5128,4,711,1,-0.147535401,505521,-0.197245588
6170,20/02/2016,0.751814194,6170,144,2016,02/02/2016,09/03/2016,LJR,S,P,9242,P,B,0,1.1,2,M,11/03/2014,124,2014,18,A,00/01/1900,BrM,0,Primary,0,0,01/01/2016,01/06/2016,50,50,50.2,50,5838,4,711,1,-0.147535401,505521,-0.197245588
6175,18/07/2014,-0.047972726,6175,125,2014,16/06/2014,04/10/2014,HE,P,P,8744,P,B,27,2,0,M,13/03/2014,124,2014,15.19999981,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2014,01/06/2014,198,47,47.1,47,4904,2,127,1,-0.430350944,16129,-0.25800488
6180,18/07/2014,-0.309542614,6180,125,2014,16/06/2014,04/10/2014,HE,P,P,8737,P,B,44,2,0,F,20/03/2014,124,2014,14.69999981,JUV,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2014,01/06/2014,198,47,47.1,47,3567,2,120,1,-0.433740856,14400,-0.25821954
6181,18/07/2014,-0.456776514,6181,125,2014,16/06/2014,04/10/2014,HE,P,P,8739,P,B,1,2,0,F,18/07/2013,122,2013,14.39999962,A,00/01/1900,BrF,0,Primary,0,0,01/01/2014,01/06/2014,198,47,47.1,47,5162,4,365,1,-0.315093925,133225,-0.243467106
6185,23/07/2014,-0.9254054,6185,125,2014,16/06/2014,04/10/2014,HE,P,P,8752,P,B,5,2,0,F,25/03/2014,124,2014,13.80000019,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2014,01/06/2014,203,52,52.1,52,5518,2,120,1,-0.433740856,14400,-0.25821954
6185,05/02/2015,-0.833405003,6185,139,2015,16/01/2015,05/03/2015,MB,S,P,8934,D,G,75,2,1,F,25/03/2014,124,2014,13.60000038,SA,00/01/1900,ABX,197,Non-primary,0,0,01/01/2015,01/06/2015,35,35,35.2,35,5518,3,317,2,-0.338339038,100489,-0.247531366
6186,23/07/2014,-0.506929151,6186,125,2014,16/06/2014,04/10/2014,HE,P,P,8753,P,B,18,2,0,F,25/03/2014,124,2014,14.10000038,JUV,00/01/1900,H,0,Non-primary,0,0,01/01/2014,01/06/2014,203,52,52.1,52,4861,2,120,1,-0.433740856,14400,-0.25821954
6196,28/01/2015,0.725667099,6196,139,2015,16/01/2015,05/03/2015,MB,C,P,8910,D,G,50,2,2,M,24/12/2013,124,2014,17,A,00/01/1900,BrM,0,Primary,0,0,01/01/2015,01/06/2015,27,27,27.2,27,5537,4,400,1,-0.298144363,160000,-0.24014292
6196,08/09/2016,0.6796669,6196,159,2016,23/06/2016,19/09/2016,DR,S,P,10049,P,B,60,3,2,M,24/12/2013,124,2014,17.29999924,A,00/01/1900,BrM,589,Primary,0,0,01/01/2016,01/06/2016,251,99,99.1,99,5537,4,989,2,-0.012907455,978121,-0.138571067
6199,07/02/2015,-0.465403877,6199,139,2015,16/01/2015,05/03/2015,MB,S,P,8937,D,G,68,2,1,F,09/08/2014,125,2014,14.30000019,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,37,37,37.2,37,5838,3,182,1,-0.403715918,33124,-0.255894906
6205,06/02/2015,-0.26801734,6205,139,2015,16/01/2015,05/03/2015,MB,S,P,8936,D,G,19,2,1,M,15/08/2014,125,2014,14.89999962,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,36,36,36.2,36,3085,3,175,1,-0.407105831,30625,-0.256205164
6209,31/01/2015,-0.226491753,6209,139,2015,16/01/2015,05/03/2015,MB,C,P,8917,D,G,19,2,2,M,11/05/2014,125,2014,15.10000038,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,30,30,30.2,30,5630,3,265,1,-0.363521244,70225,-0.251288721
6213,29/01/2015,0.119194596,6213,139,2015,16/01/2015,05/03/2015,MB,C,P,8911,D,G,6,2,2,M,20/05/2014,125,2014,15.80000019,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,28,28,28.2,28,5901,3,254,1,-0.368848249,64516,-0.251997508
6213,12/02/2016,0.165194794,6213,144,2016,02/02/2016,09/03/2016,DJW,S,P,9228,P,B,10,1.1,2,M,20/05/2014,125,2014,16,A,00/01/1900,BrM,379,Primary,0,0,01/01/2016,01/06/2016,42,42,42.2,42,5901,4,633,2,-0.18530871,400689,-0.210260754
6219,07/02/2015,0.083618611,6219,139,2015,16/01/2015,05/03/2015,MB,S,P,8940,D,G,27,2,1,M,25/05/2014,125,2014,15.60000038,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,37,37,37.2,37,5212,3,258,1,-0.366911156,66564,-0.251743243
6221,10/02/2016,0.611595495,6221,144,2016,02/02/2016,09/03/2016,DJW,S,P,9225,P,B,46,1.1,2,M,15/07/2014,125,2014,17.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2016,01/06/2016,40,40,40.2,40,5597,4,575,1,-0.213396555,330625,-0.218959382
6230,02/02/2015,-0.080438412,6230,139,2015,16/01/2015,05/03/2015,MB,S,P,8919,D,G,21,2,1,M,15/07/2014,125,2014,14.89999962,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,32,32,32.2,32,5750,3,202,1,-0.394030455,40804,-0.254941414
6230,23/02/2019,-0.080438412,6230,171,2019,21/01/2019,09/03/2019,TC,S,P,10766,D,G,107,2,2,M,15/07/2014,125,2014,15.89999962,A,00/01/1900,BrM,1482,Primary,1,1,01/01/2019,01/06/2019,53,53,53.2,53,5750,4,1684,2,0.323662412,2835856,0.092071573
6239,10/02/2015,-0.752856476,6239,139,2015,16/01/2015,05/03/2015,MB,S,P,8946,D,G,51,2,1,F,03/07/2014,125,2014,13.5,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,40,40,40.2,40,1716,3,222,1,-0.384344991,49284,-0.2538886
6240,02/02/2015,-0.39098069,6240,139,2015,16/01/2015,05/03/2015,MB,S,P,8920,D,G,20,2,1,M,15/07/2014,125,2014,14.60000038,JUV,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,32,32,32.2,32,5543,2,202,1,-0.394030455,40804,-0.254941414
6261,29/01/2015,-0.415250927,6261,139,2015,16/01/2015,05/03/2015,MB,C,P,8899,D,G,30,2,2,M,28/07/2014,125,2014,14.60000038,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,28,28,28.2,28,5901,3,185,1,-0.402263099,34225,-0.255758214
6267,30/01/2015,-0.103528403,6267,139,2015,16/01/2015,05/03/2015,MB,C,P,8902,D,G,14,2,2,M,06/07/2014,125,2014,15.39999962,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,29,29,29.2,29,1707,3,208,1,-0.391124815,43264,-0.254635999
6268,31/01/2015,-0.810024626,6268,139,2015,16/01/2015,05/03/2015,MB,C,P,8907,D,G,28,2,2,F,17/06/2014,125,2014,13.39999962,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,30,30,30.2,30,5766,3,228,1,-0.381439352,51984,-0.253553388
6272,31/01/2015,-0.539827063,6272,139,2015,16/01/2015,05/03/2015,MB,C,P,8909,D,G,0,2,2,F,14/07/2014,125,2014,14,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,30,30,30.2,30,6028,3,201,1,-0.394514728,40401,-0.254991448
6273,07/02/2015,-0.423878602,6273,139,2015,16/01/2015,05/03/2015,MB,S,P,8944,D,G,8,2,1,F,17/06/2014,125,2014,14.5,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,37,37,37.2,37,5625,3,235,1,-0.378049439,55225,-0.25315101
6279,04/03/2016,-1.240920559,6279,144,2016,02/02/2016,09/03/2016,LJR,S,P,9260,P,B,7,1.1,1,F,12/07/2014,125,2014,11.5,A,00/01/1900,ABX,0,Non-primary,0,0,01/01/2016,01/06/2016,63,63,63.2,63,5657,4,601,1,-0.200805452,361201,-0.215163292
6309,29/01/2015,0.15039948,6309,139,2015,16/01/2015,05/03/2015,MB,C,P,8904,D,G,13,2,2,M,13/07/2014,125,2014,15.5,JUV,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,28,28,28.2,28,5337,2,200,1,-0.394999001,40000,-0.255041233
6309,21/02/2016,0.288400076,6309,144,2016,02/02/2016,09/03/2016,LJR,C,P,9241,P,B,0,1.1,2,M,13/07/2014,125,2014,16.5,A,00/01/1900,BrM,388,Primary,0,0,01/01/2016,01/06/2016,51,51,51.2,51,5337,4,588,2,-0.207101004,345744,-0.217082319
6312,04/02/2015,-0.01346234,6312,139,2015,16/01/2015,05/03/2015,MB,S,P,8924,D,G,3,2,1,M,09/06/2014,125,2014,15.60000038,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2015,01/06/2015,34,34,34.2,34,3451,3,240,1,-0.375628073,57600,-0.252856147
6313,09/02/2015,-0.356934343,6313,139,2015,16/01/2015,05/03/2015,MB,S,P,8945,D,G,63,2,1,M,12/10/2014,125,2014,14.60000038,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2015,01/06/2015,39,39,39.2,39,6022,2,120,1,-0.433740856,14400,-0.25821954
6313,11/02/2016,-0.356934343,6313,144,2016,02/02/2016,09/03/2016,LJR,S,P,9224,P,B,65,1.1,2,M,12/10/2014,125,2014,15,A,00/01/1900,ABX,367,Non-primary,0,0,01/01/2016,01/06/2016,41,41,41.2,41,6022,4,487,2,-0.256012596,237169,-0.230562188
6374,05/02/2016,0.045317971,6374,144,2016,02/02/2016,09/03/2016,LJR,S,P,9216,P,B,31,1.1,2,M,22/06/2015,142,2015,16,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2016,01/06/2016,35,35,35.2,35,5524,3,228,1,-0.381439352,51984,-0.253553388
6378,07/09/2016,-0.112155765,6378,159,2016,23/06/2016,19/09/2016,DR,S,P,10034,P,B,53,3,2,F,04/08/2015,142,2015,15.30000019,SA,00/01/1900,H,0,Non-primary,0,0,01/01/2016,01/06/2016,250,98,98.1,98,5838,3,400,1,-0.298144363,160000,-0.24014292
6382,24/02/2016,0.873165383,6382,144,2016,02/02/2016,09/03/2016,LJR,C,P,9246,P,B,119,1.1,0,M,05/01/2015,139,2015,18,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2016,01/06/2016,54,54,54.2,54,3094,3,415,1,-0.290880265,172225,-0.238625155
6384,05/02/2016,0.234318887,6384,144,2016,02/02/2016,09/03/2016,DJW,S,P,9213,P,B,22,1.1,2,M,16/01/2015,139,2015,15.5,A,00/01/1900,ABX,0,Non-primary,0,0,01/01/2016,01/06/2016,35,35,35.2,35,5212,4,385,1,-0.305408461,148225,-0.241604817
6385,19/08/2019,-0.351067889,6385,173,2019,10/06/2019,23/09/2019,TC,S,P,10870,D,B,60,2,1,M,17/01/2015,139,2015,14.5,A,00/01/1900,BrM,0,Primary,0,0,01/01/2019,01/06/2019,230,79,79.1,79,6034,4,1675,1,0.319303953,2805625,0.088318315
6546,17/08/2019,0.052333172,6546,173,2019,10/06/2019,23/09/2019,TC,S,P,10874,D,G,67,2,0,F,20/09/2015,142,2015,15.80000019,A,00/01/1900,BrF,0,Primary,0,0,01/01/2019,01/06/2019,228,77,77.1,77,5575,4,1427,1,0.199204202,2036329,-0.007191787
6549,05/02/2016,-0.607235049,6549,144,2016,02/02/2016,09/03/2016,DJW,S,P,9209,P,B,3,1.1,2,F,07/05/2015,142,2015,13.5,SA,00/01/1900,SEEN1,0,Non-primary,0,0,01/01/2016,01/06/2016,35,35,35.2,35,3085,3,274,1,-0.359162785,75076,-0.250686456
6551,06/02/2016,-0.423878602,6551,144,2016,02/02/2016,09/03/2016,LJR,S,P,9211,P,B,0,1.1,2,F,22/09/2015,142,2015,14.5,JUV,00/01/1900,BrF,0,Primary,0,0,01/01/2016,01/06/2016,36,36,36.2,36,5589,2,137,1,-0.425508212,18769,-0.257677117
6552,07/02/2016,0.190939397,6552,144,2016,02/02/2016,09/03/2016,DJW,S,P,9217,P,B,34,1.1,2,M,09/05/2015,142,2015,16,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2016,01/06/2016,37,37,37.2,37,5613,3,274,1,-0.359162785,75076,-0.250686456
6554,10/02/2016,-0.423878602,6554,144,2016,02/02/2016,09/03/2016,LJR,S,P,9220,P,B,91,1.1,2,F,26/09/2015,142,2015,14.5,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2016,01/06/2016,40,40,40.2,40,5854,2,137,1,-0.425508212,18769,-0.257677117
6556,10/02/2016,-0.302527413,6556,144,2016,02/02/2016,09/03/2016,LJR,S,P,9222,P,B,22,1.1,2,M,12/05/2015,142,2015,14.5,SA,00/01/1900,ABX,0,Non-primary,0,0,01/01/2016,01/06/2016,40,40,40.2,40,5851,3,274,1,-0.359162785,75076,-0.250686456
6557,11/02/2016,-0.612637777,6557,144,2016,02/02/2016,09/03/2016,DJW,S,P,9223,P,B,24,1.1,2,M,27/09/2015,142,2015,14,JUV,00/01/1900,OFL,0,Non-primary,0,0,01/01/2016,01/06/2016,41,41,41.2,41,6159,2,137,1,-0.425508212,18769,-0.257677117
