CalculationMethod,Island,Year,TerritoryID,TerritoryNumber,FieldPeriodID,Pisoni,Morind,Ficus,Ochros,AchAsp,PhyCas,Hibisc,QuiInd,Mangrv,CarPap,Scaevo,CorSub,TerCat,BoiBla,GosHir,Euphor,NepMul,OtherH,OtherT,SumVeg_X_Inverts,TQ,TQcorrected
Improved,CN,2009,160,104,90,0.984924623,0.077294686,1.359404097,0,0,0,,,0,,0,,,,0,12.19047619,0.178808163,0,1.197166667,15.98807443,21679.82892,21679.82892
Improved,CN,2009,160,104,92,8.629815745,,0.834264432,,,,,,,,,,,,,,,,,9.464080177,12833.29272,12833.29272
Improved,CN,2009,165,108,90,9.433835846,0,0,0,0,0,,,0,,0,,,,0,0.619047619,0.122731973,0,0,10.17561544,40926.32529,40926.32529
Improved,CN,2009,165,108,92,2.911222781,0,4.51396648,,,,,,,,,,,,,2.80952381,,,1.284083333,11.5187964,46328.59914,46328.59914
Improved,CN,2009,167,110,90,0,0,0,0,0,0,,,0,,0,,,,0,7.428571429,0.168756463,0,0.495583333,8.092911224,23129.54028,23129.54028
Improved,CN,2009,167,110,92,,,4.51396648,,,,,,,,,,,,,12.64285714,0.361420408,,,17.51824403,50067.14144,50067.14144
Improved,CN,2009,168,111,90,13.11892797,1.371980676,0,0.960662526,0,0,,,0,,0,,,,0,0,0,0,0,15.45157118,30223.27322,30223.27322
Improved,CN,2009,168,111,92,5.721943049,0.61352657,0,4.347826087,,,,,,,,,,,,,,,,10.68329571,31237.95664,31237.95664
Improved,CN,2009,169,112,90,12.08710218,0,0,0,0,0,,,0,,0,,,,0,0,0.076707483,0,0,12.16380966,27356.40793,27356.40793
Improved,CN,2009,169,112,92,6.351758794,,2.82122905,,,,,,,,,,,,,,0.080315646,,,9.253303491,21550.94383,21550.94383
Improved,CN,2009,171,114,90,5.487437186,2.84057971,0,0.173913043,0,0,,,0,,0,,,,0,0,0,0,0,8.50192994,10950.48576,10950.48576
Improved,CN,2009,171,114,92,3.51758794,1.15942029,0,0.881987578,,,,,,,,,,,,,,,,5.558995807,7159.9866,7159.9866
Improved,CN,2009,172,123,90,8.576214405,0.77294686,0,8.451345756,0,0,,,0,,0,,,,0,0,0.10037551,0,0,17.90088253,22895.22876,22895.22876
Improved,CN,2009,172,123,92,11.37889447,3.814492754,0,2.822360248,,,,,,,,,,,,,0.068786939,,,18.08453441,23130.11951,23130.11951
Improved,CN,2009,173,116,90,3.577889447,3.429951691,2.338175047,7.204968944,0,0,,,0,,0,,,,0,0,0.067577687,0,5.029048889,21.6476117,47927.81231,47927.81231
Improved,CN,2009,173,116,92,1.634840871,2.45410628,3.545623836,3.105590062,,,,,,,,,,,,0.445666667,,,,11.18582772,22517.07119,22517.07119
Improved,CN,2009,174,117,90,2.385259631,2.057971014,9.352700186,4.322981366,0,0,,,0,,0,,,,0,0,0,0,3.592177778,21.71108998,79788.25566,79788.25566
Improved,CN,2009,174,117,92,0.613065327,2.45410628,9.30726257,1.242236025,,,,,,,,,,,,,,,,13.6166702,51729.7301,51729.7301
Improved,CN,2009,177,120,90,12.36180905,0,0,0,0,0,,,0,,0.169014085,0,,,0,0,0,0.5638,0,13.09462313,48044.17226,48044.17226
Improved,CN,2009,177,120,92,0.964824121,,0,,,,,,0.977777778,,1.596244131,15.4,,,,,,,,18.93884603,69486.62608,69486.62608
Improved,CN,2009,178,121,90,2.462311558,0.077294686,0.679702048,0,0,0,,,0,,0,,,,0,0,0,0,0,3.219308292,6792.740497,6792.740497
Improved,CN,2009,178,121,92,9.380234506,1.93236715,0.104283054,,,,,,,,,,,,,,,,,11.41688471,28953.21962,28953.21962
Improved,CN,2009,179,122,90,9.286432161,0,0,1.316770186,0,0,0,,0,,0,,,,0,0,0,0,0.706655556,11.3098579,18661.26554,18661.26554
Improved,CN,2009,179,122,92,2.221105528,,0,3.540372671,,,,,,,0.159624413,,,,,,,,0.231594444,6.152697056,10151.95014,10151.95014
Improved,CN,2009,403,124,90,2.412060302,0,0,0.761904762,0,0,,,0,,0,,,,0,0,0.032963265,0,0,3.206928329,3899.624848,3899.624848
Improved,CN,2009,403,124,92,4.647236181,,0,1.386335404,,,,,,,,,,,,,,,,6.033571585,8670.242367,8670.242367
Improved,CN,2009,407,126,90,2.278056951,0.207729469,0,0.761904762,0,0,,,0,,0,,,,0,0.503333333,0,0,0.119083333,3.870107849,8328.47209,8328.47209
Improved,CN,2009,407,126,92,4.647236181,2.162318841,0,3.234782609,,,,,,,,,,,,,,,,10.04433763,21615.41458,21615.41458
Improved,CN,2009,472,132,90,26.14740369,2.632850242,0,1.093167702,0,0,,,0,,0,,,,0,0,0,0,0,29.87342163,17834.43271,17834.43271
Improved,CN,2009,472,132,92,6.33919598,1.463768116,0,0.354037267,,,,,,,,,,,,,,,,8.157001363,7724.680291,7724.680291
Improved,CN,2009,474,128,90,27.64154104,0,0,0.546583851,0,0,,,0,,0,,,,0,0,0,0,0,28.18812489,16912.87493,16912.87493
Improved,CN,2009,474,128,92,5.464824121,0.365942029,0.249534451,1.416149068,,,,,,,,,,,,,,,,7.496449669,,
Improved,CN,2009,477,131,90,7.316582915,3.072463768,0,0.877846791,0,0,0,,0,,0,,,,0,0,0,0,0,11.26689347,9813.464215,9813.464215
Improved,CN,2009,477,131,92,2.874371859,4.516908213,0,1.416149068,,,2.9,,,,,,,,,,,,,11.70742914,10197.17078,10197.17078
Improved,CN,2009,478,127,90,2.432160804,0,0,0.397515528,0,0,,,0,,0,0,,,0,0,0,0,2.61165,5.441326332,2987.288156,2987.288156
Improved,CN,2009,478,127,92,6.697487437,,0,4.732919255,,,,,,,,,,,,,,,,11.43040669,7189.725809,7189.725809
Improved,CN,2009,479,130,90,25.40033501,0.526570048,0,3.00621118,0,0,,,0,,0,,,,0,0,0,0,0,28.93311624,28441.25326,28441.25326
Improved,CN,2009,479,130,92,5.464824121,2.927536232,0,4.602484472,,,,,,,,,,,,,,,,12.99484482,16529.44262,16529.44262
Improved,CN,2009,480,129,90,7.075376884,0.38647343,0,2.600414079,0,0,,,0,,0,,,,0,0,0,0,1.073933333,11.13619773,10423.48107,10423.48107
Improved,CN,2009,480,129,92,6.024120603,1.089855072,0.067039106,2.469565217,,,,,,,,,,,,,0.034393469,,,9.684973468,9801.19315,9801.19315
Improved,CN,2009,481,133,90,2.278056951,0.207729469,0,2.095238095,0,0,,,0,,0,,,,0,0,0.032963265,0,0,4.613987781,3871.135748,3871.135748
Improved,CN,2009,481,133,92,3.690452261,6.486956522,0,4.621118012,,,,,,,,,,,,,,,,14.7985268,17980.21006,17980.21006
Improved,CN,2010,1,1,104,5.226130653,0.937198068,0,1.623188406,,,,,,,,3.15,,,,,,,,10.93651713,12434.81997,12434.81997
Improved,CN,2010,2,1.1,104,5.400335008,3.280193237,0,2.086956522,,,,,,,0.188112676,,,,,,,,,10.95559744,17769.97905,17769.97905
Improved,CN,2010,3,2,104,8.974874372,1.739130435,0,1.366459627,,,,,,,,,,,,,,,,12.08046443,45688.31649,45688.31649
Improved,CN,2010,4,3,104,6.874371859,2.608695652,0,2.459627329,,,,,,,,,,,,,,,,11.94269484,25234.9142,25234.9142
Improved,CN,2010,5,3.1,104,8.211055276,1.739130435,0,6.01242236,,,,,,,,,,,,,,,,15.96260807,32515.83264,32515.83264
Improved,CN,2010,7,4,104,6.445561139,0.468599034,0,2.550724638,,,,,,,,,,,,,,,,9.464884811,18040.07045,18040.07045
Improved,CN,2010,8,5,104,6.619765494,1.405797101,0,0.695652174,,,,,,,,,,,,,,,,8.721214769,18811.66026,18811.66026
Improved,CN,2010,9,6,104,4.010050251,10.43478261,0,3.826086957,,,,,,,,,,,,,,,,18.27091982,25305.22395,25305.22395
Improved,CN,2010,11,6.5,104,4.391959799,,0,6.01242236,,,,,,,,,,,,,,,,10.40438216,19071.2325,19071.2325
Improved,CN,2010,12,7,104,4.529313233,1.405797101,0,6.492753623,,,,,,,,,,,,,0.025964626,,,12.45382858,18743.01202,18743.01202
Improved,CN,2010,13,8,104,4.006700168,1.874396135,0,3.014492754,,,,,,,0.188112676,5.25,,,,,,,,14.33370173,36751.61124,36751.61124
Improved,CN,2010,14,9,104,4.824120603,0.869565217,0,5.101449275,,,,,,,,,,,,,,,,10.7951351,17585.27507,17585.27507
Improved,CN,2010,15,10,104,3.832495812,2.342995169,0,2.782608696,,,,,,,,12.6,,,,,,,,21.55809968,40723.25029,40723.25029
Improved,CN,2010,16,11,104,4.522613065,0.434782609,0,3.826086957,,,,,,,,,,,,,0.047053061,,,8.830535692,16574.91549,16574.91549
Improved,CN,2010,20,15,104,6.301507538,10.43478261,0,0.273291925,,,,,,,,,,,,,0.041289796,,,17.05087187,43718.43547,43718.43547
Improved,CN,2010,23,17,104,3.055276382,2.869565217,0,10.55900621,,,,,,,0.14084507,,,,,,,,,16.62469288,62874.58848,62874.58848
Improved,CN,2010,24,18,104,3.055276382,12.17391304,0,0.546583851,,,,,,,,,,,,,,,0.880033333,16.65580661,35976.54228,35976.54228
Improved,CN,2010,25,19,104,3.246231156,11.30434783,0,0.546583851,,,,,,,,,,,,,0.041289796,,,15.13845263,9764.301946,9764.301946
Improved,CN,2010,26,20,104,5.346733668,4.347826087,0,3.279503106,,,,,,,,,,,,,,,0.440016667,13.41407953,28504.919,28504.919
Improved,CN,2010,27,21,104,3.618090452,3.913043478,0,5.101449275,,,,,,,,,,,,,,,,12.63258321,23875.58226,23875.58226
Improved,CN,2010,28,22,104,3.015075377,,0,4.782608696,,,,,,,,,,,,,,,,7.797684073,13872.07997,13872.07997
Improved,CN,2010,30,23,104,4.673366834,0.869565217,0,3.188405797,,,,,,,,,,,,,,,,8.731337849,14677.37892,14677.37892
Improved,CN,2010,32,24,104,2.814070352,1.956521739,0,4.252587992,,,,,,,,,,,,,,,0.216838889,9.240018971,15532.47189,15532.47189
Improved,CN,2010,33,25,104,3.048576214,,0,4.906832298,,,,,,,,,,,,,0.020217687,,,7.9756262,19548.25982,19548.25982
Improved,CN,2010,34,26,104,3.869346734,,0,2.944099379,,,,,,,,,,,,,,,,6.813446113,15405.20166,15405.20166
Improved,CN,2010,36,26.5,104,2.462311558,3.130434783,0,5.233954451,,,,,,,,,,,,,,,0.433677778,11.26037857,30493.10517,30493.10517
Improved,CN,2010,39,28.1,104,5.346733668,1.739130435,0,1.639751553,,,,,,,,,,,,,,,,8.725615656,10357.30578,10357.30578
Improved,CN,2010,40,29,104,2.036850921,0.47826087,0,4.223602484,,,,,,,0.112676056,,,,,,,,,6.851390332,9633.054806,9633.054806
Improved,CN,2010,42,30.1,104,6.003350084,0.241545894,0,4.248447205,,,,,,,,,,,,,,,,10.49334318,24669.84982,24669.84982
Improved,CN,2010,43,30.2,104,6.432160804,0.241545894,0,2.906832298,,,,,,,1.596244131,,,,,,,,,11.17678313,25237.1763,25237.1763
Improved,CN,2010,45,32,104,6.432160804,0.241545894,0,4.248447205,,,,,,,,,,,,,,,,10.9221539,17355.30255,17355.30255
Improved,CN,2010,46,32.5,104,6.217755444,,0,2.459627329,,,,,,,,,,,,,,,,8.677382773,20869.10557,20869.10557
Improved,CN,2010,47,33,104,6.331658291,2.057971014,0.685288641,4.52173913,,,,,,,,,,,,,,,,13.59665708,53869.95534,53869.95534
Improved,CN,2010,48,33.1,104,3.51758794,3.086956522,1.027932961,3.875776398,,,,,,,,,,,,,0.130644898,,0.69455,12.33344872,16440.48714,16440.48714
Improved,CN,2010,50,34.5,104,6.331658291,,0,3.229813665,,,,,,,,,,,,,0.130644898,,,9.692116854,15633.38449,15633.38449
Improved,CN,2010,51,35,104,6.097152429,5.144927536,0,2.906832298,,,,,,,,,,,,,,,,14.14891226,28835.48319,28835.48319
Improved,CN,2010,53,37,104,5.574539363,0.724637681,0,3.354037267,,,,,,,2.394366197,,,,,,,,,12.04758051,29769.57144,29769.57144
Improved,CN,2010,54,38,104,5.788944724,1.690821256,0,2.236024845,,,,,,,1.995305164,,,,,,,,,11.71109599,30601.09382,30601.09382
Improved,CN,2010,55,39,104,4.221105528,7.202898551,3.426443203,,,,,,,,,,,,,,0.130644898,,,14.98109218,33707.4574,33707.4574
Improved,CN,2010,57,41,104,5.788944724,0.241545894,0,2.906832298,,,,,,,0.399061033,,,,,,,,,9.336383948,15927.87102,15927.87102
Improved,CN,2010,58,41.1,104,4.824120603,,0,2.869565217,,,,,,,,,,,,,,,,7.69368582,14448.74197,14448.74197
Improved,CN,2010,59,42,104,,,0.625698324,0.904480331,,,,,,,,,,,,0.238095238,0.445986395,,,2.214260288,6729.137015,6729.137015
Improved,CN,2010,60,43,104,5.788944724,0.483091787,0,1.788819876,,,,,,,1.596244131,,,,,,,,,9.657100518,13703.42564,13703.42564
Improved,CN,2010,61,44,104,7.269681742,1.028985507,0,1.614906832,,,,,,,,,,,,,0.065322449,,,9.978896531,16505.09486,16505.09486
Improved,CN,2010,62,45,104,12.59631491,,0.547486034,0.452240166,,,,,,,,,,,,,0.222993197,,,13.8190343,24957.17595,24957.17595
Improved,CN,2010,63,46,104,8.207705193,4.115942029,2.055865922,0.645962733,,,,,,,,,,,,,0.195967347,,,15.22144322,25069.71699,25069.71699
Improved,CN,2010,67,47,104,3.986599665,,4.111731844,,,,,,,,,,,,,,0.326612245,,,8.424943753,21028.65961,21028.65961
Improved,CN,2010,68,47.1,104,7.269681742,1.028985507,0.34264432,2.260869565,,,,,,,,,,,,,0.065322449,,0.69455,11.66205358,13248.09287,13248.09287
Improved,CN,2010,69,48,104,6.097152429,2.057971014,2.055865922,1.937888199,,,,,,,,,,,,,0.326612245,,,12.47548981,14047.40152,14047.40152
Improved,CN,2010,70,49,104,5.561139028,2.265700483,1.340782123,1.002070393,,,,,,,,,,,,,0.156816327,,,10.32650835,30174.05741,30174.05741
Improved,CN,2010,71,50,104,8.619765494,1.618357488,0.223463687,1.50310559,,,,,,,,,,,,,,,,11.96469226,19981.03607,19981.03607
Improved,CN,2010,72,50.1,104,6.117252931,1.618357488,0.558659218,7.51552795,,,,,,,,,,,,,,,,15.80979759,33659.05906,33659.05906
Improved,CN,2010,74,51.1,104,2.800670017,,0,6.335403727,,,,,,,,,,,,,,,,9.136073743,13877.69602,13877.69602
Improved,CN,2010,75,51.2,104,3.309882747,,0,2.111801242,,,0.716666667,,,,0.056338028,,,,,,,,,6.194688684,11237.16527,11237.16527
Improved,CN,2010,77,52.1,104,1.527638191,1.434782609,0,2.111801242,,,5.016666667,,,,,,,,,,,,,10.09088871,19768.05098,19768.05098
Improved,CN,2010,79,53,104,2.69681742,1.956521739,0,2.616977226,,,,,,,,,,,,,,,,7.270316385,17114.32477,17114.32477
Improved,CN,2010,81,54,104,16.08040201,1.811594203,0,,,,,,,,,,,,,,,,0.835766667,18.72776288,22904.054,22904.054
Improved,CN,2010,82,55,104,9.547738693,0.362318841,0,3.304347826,,,,,,,,,,,,,,,,13.21440536,27657.75042,27657.75042
Improved,CN,2010,83,56,104,12.06030151,0.362318841,0,0.472049689,,,,,,,0.188112676,,,,,,,,,13.08278271,24896.5355,24896.5355
Improved,CN,2010,85,57.1,104,2.546063652,1.434782609,0,1.055900621,,,,,,,,,,,,,,,,5.036746881,7328.466712,7328.466712
Improved,CN,2010,86,58,104,2.291457286,,0,,,,,,,,,,,,,,,,0.255572222,2.547029509,2990.212643,2990.212643
Improved,CN,2010,87,59,104,3.189279732,0,0.245810056,0.382012422,,,,,,,,,,,,,,,0.14675,3.96385221,8213.10178,8213.10178
Improved,CN,2010,88,59.1,104,7.035175879,,0,,,,,,,,,,,,,,0.0392,,,7.074375879,10519.59693,10519.59693
Improved,CN,2010,90,60.1,104,4.690117253,,0.327746741,,,,,,,,,,,,,,0.1088,,,5.126663994,11017.20092,11017.20092
Improved,CN,2010,92,62,104,2.251256281,0,0.573556797,,,,,,,,,,,,,,,,,2.824813078,6514.018959,6514.018959
Improved,CN,2010,94,63,104,5.440536013,,0.245810056,0.191006211,,,,,,,,,,,,,0.0408,,,5.91815228,22802.64074,22802.64074
Improved,CN,2010,95,64,104,2.626465662,,0.819366853,,,,,,,,,,,,,0.904761905,0.068,,,4.418594419,13304.3878,13304.3878
Improved,CN,2010,96,65,104,4.690117253,0,0.081936685,,,,,,,,,,,,,,0.0272,,,4.799253938,10020.84222,10020.84222
Improved,CN,2010,98,66,104,4.944723618,0,0.715083799,,,,,,,,,,,,,,,,,5.659807417,20811.11187,20811.11187
Improved,CN,2010,99,67,104,7.829145729,0,0.17877095,,,,,,,,,,,,,,,,,8.007916678,16624.43502,16624.43502
Improved,CN,2010,100,68,104,9.477386935,0,0,,,,,,2.444444444,,0.103286385,,,,,,,,,12.02511776,24867.94354,24867.94354
Improved,CN,2010,101,69,104,6.592964824,0,0,0.351966874,,,,,,,,,,,,,,,0.636566667,7.581498364,17869.59165,17869.59165
Improved,CN,2010,105,73,104,9.477386935,,0.17877095,,,,,,,,,,,,,,0.059591837,,0.636566667,10.35231639,29545.51097,29545.51097
Improved,CN,2010,109,76,104,3.400335008,0.782608696,0,0.98136646,,,,,,,,,,,,,,,,5.164310164,10870.87289,10870.87289
Improved,CN,2010,110,77,104,2.462311558,1.956521739,0,5.888198758,,,,,,,,,,,,,,,,10.30703205,24551.35035,24551.35035
Improved,CN,2010,111,77.1,104,2.227805695,0.782608696,0,4.252587992,,,,,,,,,,,,,,,,7.263002383,12383.41906,12383.41906
Improved,CN,2010,112,78,104,4.964824121,1.739130435,0,1.639751553,,,,,,,,,,,,,,,,8.343706108,17455.03318,17455.03318
Improved,CN,2010,116,81,104,7.829145729,0,0,,,,,,,,,,,,,,,,,7.829145729,15689.60804,15689.60804
Improved,CN,2010,118,82.1,104,7.085427136,0,0.391061453,,,,,,,,,,,,,1.666666667,0.758176871,,0.950122222,10.85145435,23254.66667,23254.66667
Improved,CN,2010,121,83,104,,,0.547486034,,,,,,,,,,,,,1.19047619,0.222993197,,,1.960955421,5482.831358,5482.831358
Improved,CN,2010,123,84,104,1.94639866,2.265700483,1.899441341,0.501035197,,,,,,,,,,,,,0.062726531,,0.669766667,7.345068878,13654.48304,13654.48304
Improved,CN,2010,125,85,104,3.001675042,0,0.983240223,,,,,,,,,,,,,0.904761905,0.0272,,,4.91687717,13305.06962,13305.06962
Improved,CN,2010,126,86,104,5.065326633,,0,0.782608696,,,,,,,,,,,,,,,,5.847935329,13105.22307,13105.22307
Improved,CN,2010,127,87,104,3.618090452,0.314009662,0,,,,,,,,1.906103286,,,,,,,,,5.8382034,11302.76178,11302.76178
Improved,CN,2010,128,87.1,104,5.788944724,,0.536312849,0.782608696,,,,,,,,,,,,,0.060288435,,0.643944444,7.812099148,8163.64361,8163.64361
Improved,CN,2010,129,88,104,5.065326633,0.942028986,0.536312849,,,,,,,,,,,,,,,,1.287888889,7.831557357,23244.06223,23244.06223
Improved,CN,2010,134,92,104,4.64321608,1.391304348,0.372439479,,,,,,,,,,,,,1.142857143,,,,7.54981705,12011.75893,12011.75893
Improved,CN,2010,135,92.1,104,4.127303183,2.31884058,0.074487896,,,,,,,,,,,,,,,,,6.520631658,12532.65405,12532.65405
Improved,CN,2010,137,93,104,2.579564489,,0,1.552795031,,,,,,,,,,,,,,,2.870888889,7.003248409,15323.10752,15323.10752
Improved,CN,2010,138,94,104,5.35678392,,0,,,,,,1.466666667,,0.309859155,,,,,,,,,7.133309741,13895.68738,13895.68738
Improved,CN,2010,139,94.1,104,1.289782245,,0,,,,,,4.773454,,0.353690141,,,,,,,,,6.416926385,3548.560291,3548.560291
Improved,CN,2010,140,94.2,104,3.296482412,,0,,,,,,1.466666667,,0.20657277,3.5,,,,,,,,8.469721849,18853.60084,18853.60084
Improved,CN,2010,154,101,104,4.944723618,,0.536312849,0.351966874,,,,,1.955555556,,,0.35,,,,,0.029795918,,,8.168354815,9998.066293,9998.066293
Improved,CN,2010,155,101.1,104,2.472361809,0,0.357541899,,,,,,8.311111111,,,2.8,,,,,,,,13.94101482,35744.762,35744.762
Improved,CN,2010,157,102,104,4.901172529,,0.670391061,,,,,,,,,,,,,1.142857143,0.067254422,,,6.781675155,14499.22148,14499.22148
Improved,CN,2010,159,103.1,104,11.94974874,,0.536312849,,,,,,,,,,,,,,,,,12.48606159,19515.71427,19515.71427
Improved,CN,2010,160,104,104,4.64321608,0.463768116,0.372439479,,,,,,,,,,,,,6.857142857,0.067254422,,,12.40382095,16819.58121,16819.58121
Improved,CN,2010,165,108,104,14.95812395,,0.078212291,,,,,,,,,,,,,,0.178394558,,3.800488889,19.01521969,57045.65907,57045.65907
Improved,CN,2010,167,110,104,,,0.312849162,,,,,,,,,,,,,0.476190476,0.624380952,,1.900244444,3.313665035,9470.45467,9470.45467
Improved,CN,2010,168,111,104,5.005025126,1.29468599,0.111731844,7.51552795,,,,,,,,,,,,,,,,13.92697091,37658.52934,37658.52934
Improved,CN,2010,169,112,104,25.9798995,,0.078212291,,,,,,,,,,,,,,,,,26.05811179,59725.19222,59725.19222
Improved,CN,2010,171,114,104,2.227805695,1.173913043,0,4.579710145,,,,,,,,,,,,,,,,7.981428884,10272.09897,10272.09897
Improved,CN,2010,172,123,104,3.618090452,1.304347826,0,3.188405797,,,,,,,,,,,,,0.070579592,,,8.181423667,10464.04087,10464.04087
Improved,CN,2010,173,116,104,3.336683417,1.942028986,0.670391061,9.01863354,,,,,,,,,,,,,,,,14.967737,29681.02248,29681.02248
Improved,CN,2010,174,117,104,3.336683417,3.560386473,1.005586592,8.517598344,,,,,,,,,,,,,,,,16.42025483,62380.54809,62380.54809
Improved,CN,2010,177,120,104,5.35678392,,0,,,,,,,,,2.8,,,,,,,,8.15678392,32708.70352,32708.70352
Improved,CN,2010,178,121,104,6.448911223,0.927536232,0.148975791,,,,,,,,,,,,,,,,,7.525423246,20852.94781,20852.94781
Improved,CN,2010,179,122,104,1.909547739,,0,11.61490683,,,,,,,,,,,,,,,0.255572222,13.78002679,22737.04421,22737.04421
Improved,CN,2010,403,124,104,4.773869347,3.47826087,0,2.459627329,,,,,,,,,,,,,,,,10.71175755,,
Improved,CN,2010,407,126,104,7.447236181,5.217391304,0,3.826086957,,,,,,,,,,,,,0.041289796,,,16.53200424,43677.5552,43677.5552
Improved,CN,2010,472,132,104,7.97319933,3.086956522,0,1.614906832,,,,,,,,,,,,,,,,12.67506268,,
Improved,CN,2010,477,131,104,3.819095477,4.304347826,0,2.111801242,,,2.15,,,,,,,,,,,,,12.38524455,10787.548,10787.548
Improved,CN,2010,478,127,104,3.484087102,,0,2.086956522,,,,,,,,,,,,,,,,5.571043624,3504.186439,3504.186439
Improved,CN,2010,479,130,104,5.159128978,1.028985507,0,3.875776398,,,,,,,,,,,,,,,,10.06389088,15528.58363,15528.58363
Improved,CN,2010,480,129,104,2.713567839,1.739130435,0,5.101449275,,,,,,,,,,,,,0.047053061,,0.251883333,9.853083944,9971.320951,9971.320951
Improved,CN,2010,481,133,104,5.155778894,4.347826087,0,6.285714286,,,,,,,,,,,,,0.082579592,,,15.87189886,19284.35711,19284.35711
Improved,CN,2010,490,134,104,8.211055276,6.086956522,0,3.279503106,,,,,,,,,,,,,,,,17.5775149,28598.61675,28598.61675
Improved,CN,2010,515,135,104,3.048576214,1.173913043,0,1.962732919,,,,,,,,,,,,,,,,6.185222177,14795.05145,14795.05145
Improved,CN,2010,516,136,104,1.574539363,,0.782122905,,,,,,,,,,,,,1.19047619,0.222993197,,1.425183333,5.19531499,13024.65468,13024.65468
Improved,CN,2011,1,1,105,30.21775544,3.009661836,0,8.364389234,,,,,,,,,,,,,,,,41.59180651,52447.26801,52447.26801
Improved,CN,2011,1,1,110,14.77386935,0,0,0.49689441,,,,,0,,0,6.675,,,,0,0,1.2912,0,23.23696376,,
Improved,CN,2011,2,1.1,105,27.47068677,,0,8.364389234,,,,,,,,,,,,,,,,35.835076,73533.57595,73533.57595
Improved,CN,2011,2,1.1,110,9.648241206,1.956521739,0,0.372670807,,,,,0,,0,0,,,,0,0,0,0,11.97743375,,
Improved,CN,2011,3,2,105,30.31155779,5.661835749,0,5.838509317,,,,,,,,,,,,,,,,41.81190285,166285.9377,166285.9377
Improved,CN,2011,3,2,110,1.869346734,3.043478261,0,1.043478261,,,,,0,,0,,,,,0,0,0,0,5.956303255,,
Improved,CN,2011,8,5,105,28.84422111,6.019323671,0,5.855072464,,,,,,,,,,,,,,,,40.71861724,127327.1161,127327.1161
Improved,CN,2011,8,5,110,7.236180905,1.304347826,0,0.99378882,,,,,0,,0,0,,,,0,0,0,0.417883333,9.952200884,,
Improved,CN,2011,9,6,105,20.98492462,5.661835749,0,11.67701863,,,,,,,,,,,,,0.162672109,,1.725594444,40.21204556,92085.58433,92085.58433
Improved,CN,2011,9,6,110,1.085427136,1.014492754,0,0.596273292,,,,,0,,0,,,,,0,0.064310204,0,0,2.760503385,,
Improved,CN,2011,11,6.5,105,18.65326633,8.492753623,0,1.167701863,,,,,,,,,,,,,0.325344218,,3.451188889,32.09025492,84333.18994,84333.18994
Improved,CN,2011,11,6.5,110,0.904522613,0.507246377,0,2.236024845,,,,,0,,0,,,,,0,0.042873469,0,0,3.690667304,,
Improved,CN,2011,12,7,105,31.59128978,9.028985507,0,8.364389234,,,,,,,,,,,,,,,,48.98466452,98606.12969,98606.12969
Improved,CN,2011,12,7,110,14.77386935,0,0,0.931677019,,,,,0,,0,0,,,,0,0.196,0,0,15.90154637,,
Improved,CN,2011,13,8,105,27.47068677,6.019323671,0,9.200828157,,,,,,,,,,,,,,,,42.6908386,133793.0882,133793.0882
Improved,CN,2011,13,8,110,4.522613065,8.47826087,0,1.304347826,,,,,0,,0,17.8,,,,0,0,0,0,32.10522176,,
Improved,CN,2011,14,9,105,7.182579564,3.246376812,0,5.043478261,,,,,,,,,,,,,,,,15.47243464,25204.59602,25204.59602
Improved,CN,2011,14,9,110,2.653266332,0.463768116,0,4.52173913,,,,,0,,0,,,,,0,0.025110204,0,0,7.663883782,,
Improved,CN,2011,15,10,105,26.09715243,12.03864734,0,7.527950311,,,,,,,,,,,,,,,,45.66375008,91327.50016,91327.50016
Improved,CN,2011,15,10,110,3.618090452,0.652173913,0,0.559006211,,,,,0,,0,93.45,,,,0,0,0,0,98.27927058,,
Improved,CN,2011,16,11,105,6.284757119,3.246376812,0,11.76811594,,,,,,,,,,,,,,,,21.29924987,64643.22336,64643.22336
Improved,CN,2011,16,11,110,0.964824121,0.695652174,0,2.782608696,,,,,0,,0,,,,,0,0,0,0,4.44308499,,
Improved,CN,2011,20,15,105,27.9798995,5.661835749,0,4.670807453,,,,,,,,,,,,,,,,38.3125427,90800.7262,90800.7262
Improved,CN,2011,20,15,110,1.628140704,1.014492754,0,0.596273292,,,,,0,,0,,,,,0,0,0,0,3.238906749,,
Improved,CN,2011,24,18,105,13.98994975,5.661835749,0,7.00621118,,,,,,,,,,,,,,,3.451188889,30.10918557,67143.48381,67143.48381
Improved,CN,2011,24,18,110,2.773869347,8.115942029,0,1.192546584,,,,,0,,0,,,,,0,0,0,0,12.08235796,,
Improved,CN,2011,26,20,105,12.8241206,2.830917874,0,12.8447205,,,,,,,,,,,,,0.162672109,,5.176783333,33.83921442,72821.98942,72821.98942
Improved,CN,2011,26,20,110,1.145728643,0,0,1.937888199,,,,,0,,0,,,,,0,0,0,0,3.083616842,,
Improved,CN,2011,27,21,105,17.05862647,,0,9.246376812,,,,,,,,,,,,,,,3.350783333,29.65578661,56049.43669,56049.43669
Improved,CN,2011,27,21,110,1.929648241,0.927536232,0,1.043478261,,,,,0,,0,,,,,0,0.06277551,0,0,3.963438244,,
Improved,CN,2011,28,22,105,7.182579564,3.246376812,0,4.202898551,,,,,,,,,,,,,0.105202721,,4.467711111,19.20476876,34165.28362,34165.28362
